                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                 1.0416,                 0.8156,                 1.2036,                 0.8813,                0.86662,                0.90798,                0.66065,                 1.0072,                0.55127,                 1.1273,               0.005413,               0.005413,               0.005413
                    141,                 1.0459,                0.81701,                 1.2051,                0.88086,                0.86707,                0.90801,                0.66088,                 1.0072,                0.55113,                 1.1271,                0.00538,                0.00538,                0.00538
                    142,                 1.0419,                0.81431,                 1.2064,                 0.8815,                0.86601,                 0.9081,                0.66099,                 1.0069,                0.55083,                 1.1269,               0.005347,               0.005347,               0.005347
                    143,                 1.0454,                0.81351,                 1.2024,                0.88193,                 0.8657,                0.90809,                0.66098,                 1.0068,                0.55081,                 1.1267,               0.005314,               0.005314,               0.005314
                    144,                 1.0438,                0.81353,                 1.2016,                0.88141,                0.86669,                0.90797,                0.66107,                 1.0068,                0.55064,                 1.1265,               0.005281,               0.005281,               0.005281
                    145,                 1.0421,                0.81079,                  1.202,                0.88179,                0.86597,                0.90789,                0.66116,                 1.0068,                0.55061,                 1.1264,               0.005248,               0.005248,               0.005248
                    146,                  1.037,                0.81271,                 1.1995,                0.88225,                0.86559,                 0.9079,                0.66117,                 1.0067,                0.55044,                 1.1262,               0.005215,               0.005215,               0.005215
                    147,                 1.0396,                0.80839,                 1.2011,                0.88187,                0.86572,                0.90799,                0.66124,                 1.0066,                 0.5504,                 1.1261,               0.005182,               0.005182,               0.005182
                    148,                 1.0389,                0.80951,                 1.1989,                0.88199,                0.86567,                0.90806,                0.66139,                 1.0065,                0.55012,                 1.1259,               0.005149,               0.005149,               0.005149
                    149,                 1.0352,                0.80435,                 1.1986,                0.88159,                0.86701,                0.90825,                0.66139,                 1.0063,                0.54978,                 1.1257,               0.005116,               0.005116,               0.005116
                    150,                 1.0392,                0.80543,                 1.2019,                0.88219,                0.86697,                 0.9084,                0.66159,                 1.0061,                0.54964,                 1.1256,               0.005083,               0.005083,               0.005083
                    151,                 1.0343,                0.80283,                 1.1971,                 0.8823,                0.86665,                0.90848,                0.66156,                  1.006,                0.54944,                 1.1255,                0.00505,                0.00505,                0.00505
                    152,                 1.0351,                0.80432,                 1.1965,                0.88263,                 0.8659,                0.90828,                0.66176,                 1.0059,                0.54922,                 1.1253,               0.005017,               0.005017,               0.005017
